Tweet,User - Location,User - Followers,Classificacao,Sentimento,Tweet_Ingles,Class_TextBlob
olha que coisa a demora foi por conta da fiscalização de 1 mês e meio da a aduana de curitiba precisou de mais de um mês para fiscalizar um livro e por conta disso a embalagem que estava molhada foi mofando meu livro 👏🏻👏🏻👏🏻👏🏻 aos envolvidos,Rio de Janeiro,135,Negativo,0,look what the delay was due to the inspection of 1 and a half months from the curitiba customs office needed more than a month to inspect a book and because of that the packaging that was wet was molding my book 👏🏻👏🏻👏🏻👏 🏻 to those involved,Positivo
kkkkkkkkkkkkkk,"Rio Branco, Brazil",77,Neutro,2,kkkkkkkkkkkkkk,Neutro
isso não é chuva pra quem tem capote gastam 300 mi de dólares na fórmula 1,BH,391,Neutro,2,this is not rain for those with overcoats spend 300 million dollars on formula 1,Neutro
o que seriam investimentos global,BH,391,Neutro,2,what would be global investments,Neutro
red bull faturamento anual mundial de 21 bilhões de euros mrv tem faturamento anual de 1 bilhão de euros,BH,391,Neutro,2,red bull annual sales of 21 billion euros mrv has annual sales of 1 billion euros,Neutro
como se voce conhecesse a minha procedencia alias é herança de familia mas não que isso seja da sua conta ah e não me faça tirar uma foto da minha carteira de trabalho só pra acabar com suas falsas desilusões,Puta Que Pariu,27,Negativo,0,as if you knew my origin alias is a family inheritance but not that it&#39;s any of your business ah and don&#39;t make me take a picture of my work card just to end your false disappointments,Negativo
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk ta pior que estudante de direito eai wilhelm maximilian qual é o meu diagnóstico,Puta Que Pariu,27,Neutro,2,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk ta worse than law student eai wilhelm maximilian what is my diagnosis,Negativo
mano c quer pagar minhas contas também ta sem argumento e quer falar sobre vida pessoal deploravel a receita federal nao vai responder um tweet de uma discussão idiota que eu meramente to usando pra matar o tempo e mesmo se me investigasse eu estou em dia com meu país bitch,Puta Que Pariu,27,Neutro,2,bro c wants to pay my bills too ta no argument and wants to talk about a deplorable personal life the IRS will not answer a tweet of an idiotic discussion that I am just using to kill time and even if I investigate I am up to date with my country bitch,Negativo
quanto foi a consulta mesmo,Puta Que Pariu,27,Neutro,2,how much was the consultation,Positivo
👍👍👍👍👍👍,"Fortaleza, Brasil",6550,Positivo,1,👍👍👍👍👍👍,Neutro
👍👍👍👍👍👍,"Fortaleza, Brasil",6548,Positivo,1,👍👍👍👍👍👍,Neutro
capitão meu pai mano 😳😳😳,"Rio de Janeiro, Brasil",190,Neutro,2,captain my dad bro 😳😳😳,Neutro
capitão meu pai mano 😳😳😳,"Rio de Janeiro, Brasil",189,Neutro,2,captain my dad bro 😳😳😳,Neutro
dev publicando na internet que usa mei irregularmente,P* que nos pariu.,33,Neutro,2,dev publishing on the internet that uses mei irregularly,Neutro
dev publicando na internet que usa mei irregularmente,P* que nos pariu.,34,Neutro,2,dev publishing on the internet that uses mei irregularly,Neutro
dev publicando na internet que usa mei irregularmente,P* que nos pariu.,35,Neutro,2,dev publishing on the internet that uses mei irregularly,Neutro
bora dar uma olhada na situação da moça ai,"São Paulo, Brasil",64,Positivo,1,let&#39;s take a look at the situation of the girl there,Neutro
a gente paga o salário de vcs para que mesmo,Cidade Maravilhosa ,566,Negativo,0,we pay your wages so that even,Neutro
a gente paga o salário de vcs para que mesmo,Princesinha do Mar ,569,Negativo,0,we pay your wages so that even,Neutro
a gente paga o salário de vcs para que mesmo,Princesinha do Mar ,572,Negativo,0,we pay your wages so that even,Neutro
muito bom mas quando vai investigar os filhos do homem em especial e o ou será que foi aparelhada de leve,"Distrito Federal, Brasil",375,Negativo,0,very good but when you go to investigate the sons of man in particular and the or was it slightly equipped,Positivo
muito bom mas quando vai investigar os filhos do homem em especial e o ou será que foi aparelhada de leve,"Distrito Federal, Brasil",391,Negativo,0,very good but when you go to investigate the sons of man in particular and the or was it slightly equipped,Positivo
recolheram o inss destes trabalhadores ou foi trabalho escravo #followthemoney,Brasil,254,Neutro,2,collected inss from these workers or was slave labor #followthemoney,Neutro
recolheram o inss destes trabalhadores ou foi trabalho escravo #followthemoney,Estados Unidos,254,Neutro,2,collected inss from these workers or was slave labor #followthemoney,Neutro
recolheram o inss destes trabalhadores ou foi trabalho escravo #followthemoney,Estados Unidos,253,Neutro,2,collected inss from these workers or was slave labor #followthemoney,Neutro
esperando ansiosa pelas informações do então não é,"Sao Paulo, Brazil",158,Neutro,2,waiting anxiously for the information then it is not,Negativo
esperando ansiosa pelas informações do então não é,"Sao Paulo, Brazil",157,Neutro,2,waiting anxiously for the information then it is not,Negativo
parabéns ao navio patrulha “guaratuba” e a pela apreensão,,31,Positivo,1,congratulations to the patrol vessel “guaratuba” and the apprehension,Neutro
tenta colocar os dados da primeira carta no meu passou da divergência quando coloquei os dados da primeira carta com faturamento de 100 mil em vez de 250 mil mas no fim deu qie não tinha nada disponível esse pronampe tá mais difícil que ganhar na mega da virada,,3,Neutro,2,try to put the data of the first card in my divergence when I put the data of the first card with billing of 100 thousand instead of 250 thousand but in the end there was nothing available that pronampe is more difficult than winning in the mega of the turn,Positivo
amigos da,Brasil,732,Neutro,2,friends of,Neutro
amigos da,Brasil,733,Neutro,2,friends of,Neutro
amigos da,Brasil,731,Neutro,2,friends of,Neutro
atenção seria muito bom investigar as aplicações financeiras desse cidadão e dos membros do antagonista pois pode ser que eles utilizavam de notícias falsas para manipular a bolsa de valores investiguem,,4035,Neutro,2,attention it would be very good to investigate the financial applications of this citizen and the members of the antagonist as it could be that they used false news to manipulate the stock market,Positivo
so pegar os investimentos global,"Belo Horizonte, Minas Gerais",24450,Neutro,2,just take the global investments,Neutro
eu sonego o máximo possível pau no cu da vai lá confiscar meus bitcoins cambada de arrombado,Liberland,352,Negativo,0,I dream as much as possible dick in the ass of there go to confiscate my bitcoins,Neutro
eu sonego o máximo possível pau no cu da vai lá confiscar meus bitcoins cambada de arrombado,Liberland,353,Negativo,0,I dream as much as possible dick in the ass of there go to confiscate my bitcoins,Neutro
30 anos será q temos milicianos,Campo Grande-MS,15481,Negativo,0,30 years will be q we have militiamen,Neutro
não,,1532,Neutro,2,not,Neutro
amiga que odioooo eu já comprei umas 10 vezes e só fui taxada 1 vez na primeira pior que não tem muito critério não tem o que fazer é literalmente na sorte já vi gente pedindo pra shein dividir a compra em 2 pacotes e ser taxada nos 2 pacotes ou seja não vale a pena,,693,Negativo,0,friend that odioooo I already bought 10 times and I was only taxed 1 time in the first worst that doesn&#39;t have much criterion has nothing to do is literally lucky I&#39;ve seen people asking shein to split the purchase in 2 packages and be taxed in 2 packages that is not worth it,Negativo
bom dia eric o código de defesa do consumidor em seu artigo 39 inciso iii prescreve como prática abusiva enviar ou entregar ao consumidor sem solicitação prévia qualquer produto ou fornecer qualquer serviço,São Paulo,57171,Neutro,2,good morning eric the consumer protection code in its article 39 item iii prescribes as abusive practice to send or deliver to the consumer without prior request any product or provide any service,Positivo
bom dia eric o código de defesa do consumidor em seu artigo 39 inciso iii prescreve como prática abusiva enviar ou entregar ao consumidor sem solicitação prévia qualquer produto ou fornecer qualquer serviço,São Paulo,57228,Neutro,2,good morning eric the consumer protection code in its article 39 item iii prescribes as abusive practice to send or deliver to the consumer without prior request any product or provide any service,Positivo
caso resida no estado de são paulo acesse e faça uma reclamação,São Paulo,57171,Neutro,2,if you live in the state of são paulo access and make a complaint,Negativo
caso resida no estado de são paulo acesse e faça uma reclamação,São Paulo,57228,Neutro,2,if you live in the state of são paulo access and make a complaint,Negativo
agradeço aos repasses do governo federal,Em qualquer parte desta ilha ,80,Positivo,1,I thank the federal government transfers,Neutro
pode isso enquanto o ministro fica babando ovo pro o menino foca que fala pra crianças que elas não sabem chupar pau fica com essas transações no mínimo estranhas,,304,Negativo,0,can this while the minister is drooling egg for the boy seal that tells children that they don’t know how to suck dick stay with these transactions at least strange,Negativo
■⚖️ national foiaportal gov a agenda a máfia da imprensa from■ to■ a função básica da lei de liberdade de informação é garantir cidadãos informados vitais para o funcionamento de uma sociedade democrática,"New York, NY",12,Neutro,2,■ ⚖️ national foiaportal gov the agenda the press mafia from ■ to ■ the basic function of the freedom of information law is to ensure informed citizens vital to the functioning of a democratic society,Positivo
signs■,"New York, NY",12,Neutro,2,signs■,Neutro
gmt+01 v■farc ursal cali ■■■■■· serão os algozes para toda essa casta podre que ainda furtam contribuintes lesados porque esses meliantes da imprensa consideram licitude na atitude de lezado participaram do depósito infiel em georgetown serão cobrados,"New York, NY",12,Neutro,2,gmt + 01 v ■ farc ursal cali ■■■■■ · will be the perpetrators for all this rotten caste that still steal injured taxpayers because these press insiders consider lawfulness in the attitude of lezado participated in the unfaithful deposit in georgetown will be charged,Negativo
gmt+01 00 4■data·files·open·archieves national foiaportal gov ■·the basic function of the freedom of information act is to ensure informed citizens vital to the functioning of a democratic society █réus no oper para resgatar peças furtadas+lavagem de dinheiro,"New York, NY",12,Neutro,2,gmt+01 00 4■data·files·open·archieves national foiaportal gov ■·the basic function of the freedom of information act is to ensure informed citizens vital to the functioning of a democratic society █réus no oper para resgatar peças furtadas+lavagem de dinheiro,Positivo
