,Tweet,Cidade,User - Followers,Classificacao,Sentimento,LSTM,UF
2683,neusa trabalho area fiscal geramos darfs empresas arrecadarem encher cofres governo semana sistema simples nacional ar vencimento dia 21/01 sabe fizeram emitiu nota nada mais zona,brasil,531,Negativo,0,0,RO
2768,atentos indignados tudo acontecendo simples acesso ecac governo conseguiu estragar decepcao total governo,brasil,531,Negativo,0,0,RO
1961,valor total mercadorias apreendidas chegou 32 milhoes saiba mais #receitafederla #aduana #apreensao,brasil,336,Positivo,1,1,RO
307,jornal brasil 17 novembro 1994 roubo varejo olha ai jair bolsonaro metido fraude cedula eleitoral faz tanta campanha contra eleicao via urna eletronica #bolsonarocorrupto #bolsonarosmamateiros,brasil,1949,Neutro,2,2,RO
530,existe imposto deve declarar transacao ecac receita federal toda movimentacao p2p deve ser feitas somente exchanges nacionais precisa fazem,brasil,203,Positivo,1,1,RO
2989,pagou impostos sonegados cidadao bem devendo bolada #impeachmentdebolsonarourgente,brasil,398,Negativo,0,0,RO
1118,vc topa ser auditado,brasil,21212,Neutro,2,2,RO
127,qualquer contrato temporada existe clausula uso imovel nenhum proprietario bobo deixar exceder capacidade tadinha ela sabia aluga todo ano,brasil,254,Neutro,2,2,RO
626,cade lote residual restituicao imposto renda mes dezembro 2020,brasil,64,Negativo,0,0,RO
1909,correcao gratuita internet custo 7 reais caso contribuinte opte utilizar rede conveniada banco brasil caixa economica correios cartorios saiba mais #receitafederal #cpf #atendimento,brasil,294,Positivo,1,1,RO
1132,olho sempre negocios familia eduardo pazuello mira faz tempo nunca esquecam sei porem orgaos estado governos operacao sauva,brasil,35030,Neutro,2,2,RO
2991,acompanhando movimento,brasil,51662,Negativo,0,0,RO
2147,bom averiguar lisura resultado desse processo tramita desde 2007 fim favoravel irmao virou secretario ministerio economia,brasil,940,Negativo,0,0,RO
3063,deveria ne,brasil,51662,Neutro,2,2,RO
1022,#operacaoconcordia deflagrada apoio policia militar/rn policia civil/rn corpo bombeiros/rn saiba em,brasil,741847,Positivo,1,1,RO
2058,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,brasil,584,Negativo,0,0,RO
969,#esocial | quase seis milhoes empregadores domesticos pais podem pagar guia documento arrecadacao simples domestico meio qr code #pix veja inovacao implementada #serpro,brasil,21059,Positivo,1,1,RO
514,parabens continuam prender corruptos dia acabar vai diminuir,brasil,57,Positivo,1,1,RO
1982,ainda assim,brasil,100,Negativo,0,0,RO
1070,caiu malha fina,brasil,274,Positivo,1,1,RO
2365,obrigados declarar imposto renda todos contribuintes rendimento anual superior teto estabelecido receita federal neste ano corresponde remuneracao 28 559 70 da media 2 379 98 mes referencia 2020,brasil,220,Neutro,2,2,RO
637,claro e proletariado paga sabao pro rico lavar cool vsf receita inferno,brasil,353,Negativo,0,0,RO
975,#receitafederal #apreensaohistorica #santos #acoesdareceita #areceitafederalnaopara,brasil,330083,Positivo,1,1,RO
2710,entao vai ter solucao centenas reclamacoes ouvidorias rfb arrecadacao caso saibam serve pagar salario tambem inferno dando erro desde inicio semana passada pretendem resolver,brasil,531,Negativo,0,0,RO
1124,enquanto imbecil eleito presidente neste maldito pais inclusive apoiado grande quantidade radioamadores direita quer isentar taxas importacao armas pessoas matarem kit eletronica segue fio,brasil,351,Negativo,0,0,RO
1835,droga carga goiabada exportada antuerpia belgica carga selecionada conferencia meio criterios objetivos analise risco incluindo inspecao intrusiva imagens escaner #acoesdareceita #aduana #rfb #santos,brasil,52045,Positivo,1,1,RO
2983,prazo solicitar termo opcao simples nacional termina dia 29 deste mes saiba mais #receitafederal #servicos #simplesnacional #empresas,brasil,644,Neutro,2,2,RO
402,pcc lobistas internacionais especuladores renomados vasto portfolio interesses comecem davi batore nhonho maia recheados montantes doacao,brasil,3739,Neutro,2,2,RO
2759,tentei 5 navegadores agora deu certo gerar um impraticavel,brasil,531,Negativo,0,0,RO
2764,repente mando organizacao desgoverno federal,brasil,531,Negativo,0,0,RO
1664,#balanco | guedes primeiro combate camadas + vulneraveis populacao ficou disposicao impedir exportacao produtos precisavamos usar ventiladores pulmonares reduzir tarifas 500 produtos medicos hospitalares,brasil,277,Positivo,1,1,RO
1492,sabia pendencias relativas cpf podem ser regularizadas graca canais virtuais caso opte rede conveniada banco brasil caixa economica federal correios cartorios custo apenas 7,brasil,642,Positivo,1,1,RO
57,olha so bem perfil ligacao diria,brasil,5581,Positivo,1,1,RO
128,tadinha alem saber dinheiro contratar assessoria prantos,brasil,248,Neutro,2,2,RO
1851,receita federal informa pgmei sendo ajustado adequacao calculo inss base novo valor salario minimo saiba mais #receitafederal #servicos #simplesnacional #mei,brasil,336,Positivo,1,1,RO
2797,aqui df telefone fazer denuncias recebe ligacoes fixo ir caixa mes passado achar auxilio havia sumido estao danando conscientes responsaveis,brasil,3598,Negativo,0,0,RO
2553,governo deixa pessoas deficiencia grupos prioritarios vacina contra covid19 promotores receita federal forcas armadas querem prioridade,brasil,202,Neutro,2,2,RO
1567,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,brasil,3574,Positivo,1,1,RO
1400,3o grupamento logistico presta apoio transporte materiais doados doacoes itens medicoshospitalares equipamentos eletronicos informatica #maoamiga #juntossomosmaisfortes,brasil,277,Positivo,1,1,RO
1574,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,brasil,3413,Positivo,1,1,RO
1266,parabens,brasil,1280,Positivo,1,1,RO
1642,#atendimento | informa pendencias relativas cadastro pessoa fisica cpf podem ser regularizadas meio canais virtuais atendimento vem saber mais,brasil,3462,Positivo,1,1,RO
2401,sindifisco propoe mude reforma tributaria sancoes penais prisao fraudar impostos apos quitacao debitos receita federal concorda,brasil,2714,Neutro,2,2,RO
671,puxadinho,brasil,72,Negativo,0,0,RO
661,puxadinho familia,brasil,72,Negativo,0,0,RO
1907,correcao gratuita internet custo 7 reais caso contribuinte opte utilizar rede conveniada banco brasil caixa economica correios cartorios saiba mais #receitafederal #cpf #atendimento,brasil,336,Positivo,1,1,RO
125,bom dar checada declaracao rendimentos da boa mordida leao alugueis temporada contribuindo bem comum todos anos podem fazer verificacao ultimos 5 anos certo,brasil,254,Positivo,1,1,RO
918,odeio,brasil,200,Negativo,0,0,RO
2351,menino diga palavra receita federal gosta investidor pessoa fisica,brasil,218,Neutro,2,2,RO
2984,vai conseguir trazer escondido grana desviou ocultou cuba,brasil,746,Negativo,0,0,RO
1754,#cpf atendimento cpf cartorios registro civil realidade todo brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,brasil,334,Positivo,1,1,RO
377,adianta banco barra pessoas absurdo falando carta enviada errada,brasil,557,Negativo,0,0,RO
3001,portal simples nacional parte emissao que vence dia 20/01 vai ficar ar dia desde semana retrasada ruim semana passada ca caos parou vez podem resolver favor,brasil,532,Negativo,0,0,RO
1383,correcao pendencias relativas #cpf gratuita internet ou caso contribuinte opte utilizar rede conveniada cartorios custo 7,brasil,339,Positivo,1,1,RO
2280,palavra receita remete coisas tao boas receita vovo receita pao queijo delicia passa receita etc parar nome instituicao tao diabolica quanto receita federal,brasil,504,Negativo,0,0,RO
2959,kakakakakakaka sim,brasil,409,Neutro,2,2,RO
2416,alo advtwitter esse acho nunca usei rs algum site link receita federal algo assim consigo achar informando pj microempresa epp,brasil,32,Negativo,0,0,RO
2115,autua 3 994 contribuintes autorregularizaram apos terem sido alertados inconsistencias declaracoes agencia brasil,brasil,277,Positivo,1,1,RO
510,vai ficar 256 milhoes respiradores fantasmas vai ficar mesmo,brasil,1587,Neutro,2,2,RO
1026,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,brasil,2052667,Positivo,1,1,RO
126,qualquer contrato temporada existe clausula uso imovel nenhum proprietario bobo deixar exceder capacidade tadinha ela sabia aluga todo ano,brasil,248,Neutro,2,2,RO
223,amigos,brasil,733,Neutro,2,2,RO
639,claro e proletariado paga sabao pro rico lavar cool vsf receita inferno,brasil,352,Negativo,0,0,RO
207,recolheram inss destes trabalhadores trabalho escravo #followthemoney,brasil,254,Neutro,2,2,RO
627,cade sp lista possivel estado maior numero empresas volume negocios contribuinte alcancado nessa fiscalizacao,brasil,17,Negativo,0,0,RO
1778,#receitafederal #apreensaohistorica #santos #acoesdareceita #areceitafederalnaopara,brasil,2444,Positivo,1,1,RO
927,verdade for conseguiu dinheiro comprar td isso kd,brasil,3845,Negativo,0,0,RO
1425,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,brasil,277,Positivo,1,1,RO
964,#cpfcancelado anota ai,brasil,1032,Neutro,2,2,RO
1618,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,brasil,294,Positivo,1,1,RO
3049,#acoesdareceita apreendidos 50 lagartos alem aranhas sapos peixes animais enrolados roupas dentro garrafas agua destino passageiro russia animais entregues #receitafederal #imbama #aduana #guarulhos,brasil,334229,Positivo,1,1,RO
124,bom dar checada declaracao rendimentos da boa mordida leao alugueis temporada contribuindo bem comum todos anos podem fazer verificacao ultimos 5 anos certo,brasil,248,Positivo,1,1,RO
1947,grupo repressao alfandega receita federal viracopos grep conseguiu alcancar resultados expressivos combate contrabando descaminho trafico entorpecentes segundo semestre 2020 saiba mais #receitafederal #aduana #apreensao,brasil,294,Positivo,1,1,RO
2904,eita foco tag divertido #querobolsonaroate2026,brasil,547,Neutro,2,2,RO
2624,receita federal caixa economica federal realizaram adequacoes aplicativo sefip/gfip modificacoes solicitadas conselho regional contabilidade saiba alterado impactado atualizacao,brasil,2159,Neutro,2,2,RO
2980,prazo solicitar termo opcao simples nacional termina dia 29 deste mes saiba mais #receitafederal #servicos #simplesnacional #empresas,brasil,334,Neutro,2,2,RO
1190,nossa deputado falou alem 5 mil reembolso fingem gastar cotas gabinete sonegador nunca pego,brasil,72108,Negativo,0,0,RO
2812,certeza dificil acreditar acontecendo,brasil,531,Negativo,0,0,RO
1769,#facilidade receita federal implementa impugnacao malha irpf internet contribuinte podera entregar defesa notificacao lancamento decorrente malha fiscal inteiramente ecac saiba mais #defesa #malhafiscal #rfb #ecac #servico,brasil,642,Positivo,1,1,RO
1326,contribuinte declaracao retida malha concordar valores lancados pode apresentar defesa meio ecac necessidade comparecer unidade atendimento,brasil,331309,Positivo,1,1,RO
1238,recebeu notificacao lancamento imposto renda edefesa preciso sair casa saiba usalo #transformacaodigital,brasil,21045,Positivo,1,1,RO
1189,nossa deputado falou alem 5 mil reembolso fingem gastar cotas gabinete sonegador nunca pego,brasil,72128,Negativo,0,0,RO
1504,sabia pendencias relativas cpf podem ser regularizadas graca canais virtuais caso opte rede conveniada banco brasil caixa economica federal correios cartorios custo apenas 7,brasil,331309,Positivo,1,1,RO
300,desgoverno politica destrutiva ministro antiambientalista vai continuar passando boiada numero alertas desmatamento amazonia 2o pior 5 anos apontam dados inpe,brasil,330,Neutro,2,2,RO
1536,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,brasil,3426,Positivo,1,1,RO
1807,#restituicao receita abre nesta tercafeira 22 10h consulta lote residual restituicao irpf mes dez/2020 credito bancario 202 388 contribuintes realizado 30/12 totalizando 354 milhoes consulte #irpf,brasil,334,Positivo,1,1,RO
278,hahahahahaha belo amigo,brasil,799,Neutro,2,2,RO
1111,impressao programa declarar imposto renda 2021 pessimo visual tosco,brasil,1365,Negativo,0,0,RO
1943,grupo repressao alfandega receita federal viracopos grep conseguiu alcancar resultados expressivos combate contrabando descaminho trafico entorpecentes segundo semestre 2020 saiba mais #receitafederal #aduana #apreensao,brasil,640,Positivo,1,1,RO
3066,deflagraram operacao hemorragia combateu fraudes ilicitos realizados dois grupos empresariais prestam servicos orgaos publicos municipios santa catarina,brasil,7472,Positivo,1,1,RO
2008,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,brasil,581,Negativo,0,0,RO
2153,tatiana franca cavalcanti filha paulo sergio costa pinto cavalcanti paulinho metanol alvo operacao alquimia brasil ta quebrado paulo guedes diz,brasil,35030,Neutro,2,2,RO
1808,#restituicao receita abre nesta tercafeira 22 10h consulta lote residual restituicao irpf mes dez/2020 credito bancario 202 388 contribuintes realizado 30/12 totalizando 354 milhoes consulte #irpf,brasil,277,Positivo,1,1,RO
2957,quero beber agua 50% tratada beba assim quiser #tratamentoprecocesalvavidas,brasil,183,Neutro,2,2,RO
1327,contribuinte declaracao retida malha concordar valores lancados pode apresentar defesa meio ecac necessidade comparecer unidade atendimento,brasil,331670,Positivo,1,1,RO
1133,olho sempre negocios familia eduardo pazuello mira faz tempo nunca esquecam sei porem orgaos estado governos operacao sauva,brasil,35019,Neutro,2,2,RO
1024,droga carga goiabada exportada antuerpia belgica carga selecionada conferencia meio criterios objetivos analise risco incluindo inspecao intrusiva imagens escaner #acoesdareceita #aduana #rfb #santos,brasil,331283,Positivo,1,1,RO
3002,ha dias mensagem tenta emitir simples nacional vence amanha recebe todos voces fingem estar tudo normal faz parte planos acabar simples nacional pq pode ser tudo menos normal,brasil,532,Negativo,0,0,RO
2632,agendar ir posto receita federal ai leva documentacao feito hora la,brasil,895,Neutro,2,2,RO
3000,entao vai ter solucao centenas reclamacoes ouvidorias rfb arrecadacao caso saibam serve pagar salario tambem inferno dando erro desde inicio semana passada pretendem resolver,brasil,532,Negativo,0,0,RO
1696,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,brasil,5885,Positivo,1,1,RO
436,estranho cidadao comum andar tanto dinheiro fisico assim atualmente interessante cruzamento dados neste cpf renda confere declaracoes enviadas sugestao,brasil,22,Positivo,1,1,RO
976,#receitafederal #apreensaohistorica #santos #acoesdareceita #areceitafederalnaopara,brasil,330322,Positivo,1,1,RO
