Tweet,User - Location,User - Followers,Classificacao,Sentimento
"@CarlosBolsonaro @policiafederal @ReceitaFederal @pmdfoficial @alexandre @STJnoticias @BancoCentralBR @FBIMostWanted @IRS_CI @CmdoCMP @aramagem ✌️:
Às vezes cogito que o Srº., SrºLarry Fine está a usar seu excreto do lado errado
Igual seu mano Curly Howard: Essa preocúpação com quem trabalha de 4, Oh Menina!
Esse carinho com🐕
Deixa dúvida se o Srº. Srº.Larry Fine igualeleslá🇺🇸:
morde fronha debaixo do Arco de Íris🌈 https://t.co/T1NJjOBxQm","New York, NY",12,Neutro,2
"@CarlosBolsonaro @policiafederal @ReceitaFederal @pmdfoficial @alexandre @STJnoticias @BancoCentralBR @FBIMostWanted @IRS_CI @CmdoCMP @aramagem ✌️:
Às vezes cogito que o Srº., SrºLarry Fine está a usar seu excreto do lado errado
Igual seu mano Curly Howard: Essa preocúpação com quem trabalha de 4, Oh Menina!
Esse carinho com🐕
Deixa dúvida se o Srº. Srº.Larry Fine igualeleslá🇺🇸:
morde fronha debaixo do Arco de Íris🌈 https://t.co/T1NJjOBxQm","New York, NY",12,Neutro,2
"@CarlosBolsonaro Não seja Imbecil Srº.Larry Fine!
-Cachorro que👌💔senta no colo de bandido:
É Secreta da @policiafederal descortinado por alguma piranha da Imprensa que dá o Cú em troca de informação.
A Reportagem ameaça veladamente Federais que expõem as vísceras da TVGlobo na @ReceitaFederal https://t.co/TTomFpmfCB","New York, NY",12,Negativo,0
"@CarlosBolsonaro Não seja Imbecil Srº.Larry Fine!
-Cachorro que👌💔senta no colo de bandido:
É Secreta da @policiafederal descortinado por alguma piranha da Imprensa que dá o Cú em troca de informação.
A Reportagem ameaça veladamente Federais que expõem as vísceras da TVGlobo na @ReceitaFederal https://t.co/TTomFpmfCB","New York, NY",12,Negativo,0
"@CarlosBolsonaro Não seja Imbecil Srº.Larry Fine!
-Cachorro que👌💔senta no colo de bandido:
É Secreta da @policiafederal descortinado por alguma piranha da Imprensa que dá o Cú em troca de informação.
A Reportagem ameaça veladamente Federais que expõem as vísceras da TVGlobo na @ReceitaFederal https://t.co/TTomFpmfCB","New York, NY",12,Negativo,0
"@carlosjordy Tudo é possível, o problema é que o pessoal do judiciário não podem ser Investigados Pela @policiafederal @ReceitaFederal @MPF_PGR e etc os Advogados também @CFOAB A$$im fica fácil confiar na Palavra de qualquer Político corrupto",fortaleza. city natal cedro-ce,11039,Neutro,2
"@carlosjordy Tudo é possível, o problema é que o pessoal do judiciário não podem ser Investigados Pela @policiafederal @ReceitaFederal @MPF_PGR e etc os Advogados também @CFOAB A$$im fica fácil confiar na Palavra de qualquer Político corrupto",fortaleza. city natal cedro-ce,11027,Neutro,2
@casacivilbr @BancodoBrasil @Caixa @CorreiosBR @ReceitaFederal #ParabensCasaCivil,,38,Positivo,1
@casacivilbr @BancodoBrasil @Caixa @CorreiosBR @ReceitaFederal É  preciso que o Banco Central não leve até  6 meses para atualizar o cadastro dos devedores. Em conluio com a FEBRABAN contra o cidadão.  E o presidente Bolsonaro?,Brazil,22774,Negativo,0
@casacivilbr @BancodoBrasil @Caixa @CorreiosBR @ReceitaFederal Más e o CPF que está com o número errado??,Arujá - São Paulo - Brasil,3391,Neutro,2
@casacivilbr @BancodoBrasil @Caixa @CorreiosBR @ReceitaFederal Más e o CPF que está com o número errado??,Arujá - São Paulo - Brasil,3381,Neutro,2
"@casifre @ReceitaFederal @cosmokittyz Sério?? Marcela, se vc souber, me ajuda pff eu te imploro",,1964,Neutro,2
"@celsoportiolli Pqp......@Celso portiolli fui olhar minha conta e descobrir que estão me cobrando isso a mais de 6 meses. Nunca pediram minha autorização..... @policiafederal , @ReceitaFederal,  @proconspoficial,  neles.  tem que indenizar todos os consumidores... tem treta aí... https://t.co/oxHdDsQ89H","Sao Paulo, Brazil",28,Neutro,2
"@claudioedantas Alô, @ReceitaFederal ❓❓❓❓","Brasília, Brasil",26,Negativo,0
"@claudioedantas Alô, @ReceitaFederal ❓❓❓❓","Brasília, Brasil",26,Negativo,0
"@claudioedantas Alô, @ReceitaFederal ❓❓❓❓","Brasília, Brasil",26,Negativo,0
@clebersonESC @Brunocompreparo @macaraciba @ReceitaFederal beleza vo ir lá imprimir dinheiro,@vitor.doprat,196,Neutro,2
@clebersonESC @Brunocompreparo @macaraciba @ReceitaFederal beleza vo ir lá imprimir dinheiro,@vitor.doprat,204,Neutro,2
@clebersonESC @Brunocompreparo @macaraciba @ReceitaFederal do cara que queria tirar todos os negativados de inadimplência e fazer com que os bancos públicos comprem essa dívida,@vitor.doprat,196,Neutro,2
@clebersonESC @Brunocompreparo @macaraciba @ReceitaFederal do cara que queria tirar todos os negativados de inadimplência e fazer com que os bancos públicos comprem essa dívida,@vitor.doprat,204,Neutro,2
@clebersonESC @Brunocompreparo @otrouxadovitor @ReceitaFederal E em algum momento eu falei q n era crime?,,153,Neutro,2
@clebersonESC @Brunocompreparo @otrouxadovitor @ReceitaFederal E em algum momento eu falei q n era crime?,,153,Neutro,2
@clebersonESC @Brunocompreparo @otrouxadovitor @ReceitaFederal Qual o crime parceiro?,,153,Neutro,2
@clebersonESC @Brunocompreparo @otrouxadovitor @ReceitaFederal Qual o crime parceiro?,,153,Neutro,2
"@clebersonESC @macaraciba @otrouxadovitor @ReceitaFederal Escravidão, pedofilia, tráfico de órgãos, prostituição....

Tudo legalizado no ancapistão.","São Paulo, Brasil",579,Neutro,2
"@clebersonESC @macaraciba @otrouxadovitor @ReceitaFederal Escravidão, pedofilia, tráfico de órgãos, prostituição....

Tudo legalizado no ancapistão.","São Paulo, Brasil",612,Neutro,2
@clebersonESC @macaraciba @otrouxadovitor @ReceitaFederal https://t.co/omdfAMcxE0,"São Paulo, Brasil",579,Neutro,2
@clebersonESC @macaraciba @otrouxadovitor @ReceitaFederal https://t.co/omdfAMcxE0,"São Paulo, Brasil",612,Neutro,2
@clebersonESC @otrouxadovitor @ReceitaFederal A discussão é sobre o ciro gomes,,153,Neutro,2
@clebersonESC @otrouxadovitor @ReceitaFederal A discussão é sobre o ciro gomes,,153,Neutro,2
@clebersonESC @otrouxadovitor @ReceitaFederal A discussão é sobre o ciro gomes,,153,Neutro,2
"@clebersonESC @otrouxadovitor @ReceitaFederal Irmão, existe uma pequena diferença entre dizer q imposto é legítima defesa e incentivar ou praticar o ato, na minha capa eu n faço nenhum dos dois.",,153,Neutro,2
"@clebersonESC @otrouxadovitor @ReceitaFederal Irmão, existe uma pequena diferença entre dizer q imposto é legítima defesa e incentivar ou praticar o ato, na minha capa eu n faço nenhum dos dois.",,153,Neutro,2
@clebersonESC @otrouxadovitor @ReceitaFederal Qm ta defendendo um condenado por injúria racial é vc,,153,Neutro,2
@clebersonESC @otrouxadovitor @ReceitaFederal Qm ta defendendo um condenado por injúria racial é vc,,153,Neutro,2
"@cleytxn se usar o pix não da pra fugir do IR, só avisando, @ReceitaFederal o 🦁 vai pegar todo mundo kkkk","Guarujá, Brasil",0,Positivo,1
@clwssickay @ReceitaFederal,Brasil,2309,Neutro,2
@clwssickay @ReceitaFederal,Brasil,2309,Neutro,2
@clwssickay @ReceitaFederal,Brasil,2312,Neutro,2
@CmdoCMS @ReceitaFederal @_HPS_POA @exercitooficial #ExercitoEuConfio #PazuelloEuConfio #MarinhaEuConfio #FabEuConfio #PfEuConfio #PrfEuConfio,Brazil,17,Positivo,1
@CmdoCMS @ReceitaFederal @_HPS_POA @exercitooficial 👏🏻👏🏻👏🏻❤️,"Paraná, Brasil",2024,Positivo,1
"@conexaopolitica O que os ministros do @STF_oficial fizeram com a Constituição Federal acabou com a Democracia. Não aceitam investigações da @ReceitaFederal e @policiafederal, prendem inocentes, soltam bandidos, destroem a polícia, protegem os criminosos e são protegidos pelo @SenadoFederal.","Rio de Janeiro, Brasil",884,Neutro,2
"@congemfoco @ArthurLira_ Que não fique só na desculpinha igual o @onyxlorenzoni ...
@camaradeputados @SenadoFederal @ReceitaFederal @CGUonline e @TCUoficial tem marcar firme nesses parlamentares, digo num geral...","Washington, DC",358,Neutro,2
"@CorreiosBR @ReceitaFederal
 parem de tirar taxa do c*, a gente sabe que os agentes alfandegários inventam valores Valeu! deixa a gente ser feliz sem ser taxado, vcs tão com a vida ganha concursados", .𝓳𝓼𝓸𝓸. (she/he/they),8192,Negativo,0
"@CorreiosBR @rosesjens @ReceitaFederal parem de tirar taxa do c*, a gente sabe que os agentes alfandegários inventam valores 👍 deixa a gente ser feliz sem ser taxado, vcs tão com a vida ganha concursados", .𝓳𝓼𝓸𝓸. (she/he/they),8192,Negativo,0
"@CorreiosBR Obrigada pela resposta. Estou acompanhando online, meu pedido foi na esperança de conseguir acelerar um pouco o processo. Já q minha mãe está doente e um presente de Natal a alegraria bastante. @ReceitaFederal",,62,Neutro,2
"@CorreiosBR Olha que coisa ! A demora foi por conta da fiscalização de 1 mês e meio da @ReceitaFederal ! A aduana de Curitiba precisou de mais de um mês para fiscalizar UM LIVRO, e por conta disso a embalagem que estava molhada foi mofando meu livro. 👏🏻👏🏻👏🏻👏🏻 aos envolvidos. https://t.co/g29As3w6x5",Rio de Janeiro,134,Negativo,0
"@CorreiosBR Olha que coisa ! A demora foi por conta da fiscalização de 1 mês e meio da @ReceitaFederal ! A aduana de Curitiba precisou de mais de um mês para fiscalizar UM LIVRO, e por conta disso a embalagem que estava molhada foi mofando meu livro. 👏🏻👏🏻👏🏻👏🏻 aos envolvidos. https://t.co/g29As3w6x5",Rio de Janeiro,134,Negativo,0
"@CorreiosBR Olha que coisa ! A demora foi por conta da fiscalização de 1 mês e meio da @ReceitaFederal ! A aduana de Curitiba precisou de mais de um mês para fiscalizar UM LIVRO, e por conta disso a embalagem que estava molhada foi mofando meu livro. 👏🏻👏🏻👏🏻👏🏻 aos envolvidos. https://t.co/g29As3w6x5",Rio de Janeiro,135,Negativo,0
@costa_fonso @ReceitaFederal KKKKKKKKKKKKKK,"Rio Branco, Brazil",77,Neutro,2
@couttinho @zeca1908 @ReceitaFederal isso não é chuva pra quem tem capote. Gastam 300 mi de dólares na fórmula 1.,BH,391,Neutro,2
@couttinho @zeca1908 @ReceitaFederal O que seriam investimentos global?,BH,391,Neutro,2
@couttinho @zeca1908 @ReceitaFederal Red bull faturamento anual mundial de 21 bilhões de euros. Mrv tem faturamento anual de 1 bilhão de euros.,BH,391,Neutro,2
"@cristianovski @jnascimento_ @g1 @ReceitaFederal como se voce conhecesse a minha procedencia. Alias, é herança de familia, mas não que isso seja da sua conta. Ah, e não me faça tirar uma foto da minha carteira de trabalho só pra acabar com suas falsas desilusões.",Puta Que Pariu,27,Negativo,0
"@cristianovski @jnascimento_ @g1 @ReceitaFederal KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK ta pior que estudante de direito, eai Wilhelm Maximilian, qual é o meu diagnóstico?",Puta Que Pariu,27,Neutro,2
"@cristianovski @jnascimento_ @g1 @ReceitaFederal mano, c quer pagar minhas contas também? ta sem argumento e quer falar sobre vida pessoal? deploravel, a receita federal nao vai responder um tweet de uma discussão idiota que eu meramente to usando pra matar o tempo, e mesmo se me investigasse eu estou em dia com meu país, bitch",Puta Que Pariu,27,Neutro,2
@cristianovski @jnascimento_ @g1 @ReceitaFederal quanto foi a consulta mesmo?,Puta Que Pariu,27,Neutro,2
@DagaGilberto @quintana_suzana @MPF_PGR @policiafederal @ReceitaFederal @tjrjoficial @STF_oficial 👍👍👍👍👍👍,"Fortaleza, Brasil",6550,Positivo,1
@DagaGilberto @quintana_suzana @MPF_PGR @policiafederal @ReceitaFederal @tjrjoficial @STF_oficial 👍👍👍👍👍👍,"Fortaleza, Brasil",6548,Positivo,1
@danielorenzo13 @ReceitaFederal @policiafederal @Caixa @govbr Capitão meu pai mano 😳😳😳,"Rio de Janeiro, Brasil",190,Neutro,2
@danielorenzo13 @ReceitaFederal @policiafederal @Caixa @govbr Capitão meu pai mano 😳😳😳,"Rio de Janeiro, Brasil",189,Neutro,2
@danielorenzo13 @ReceitaFederal @policiafederal @Caixa @govbr Capitão meu pai mano 😳😳😳,"Rio de Janeiro, Brasil",189,Neutro,2
@danilo_net0 @devscansados @ReceitaFederal Dev publicando na internet que usa MEI irregularmente?,P* que nos pariu.,33,Neutro,2
@danilo_net0 @devscansados @ReceitaFederal Dev publicando na internet que usa MEI irregularmente?,P* que nos pariu.,34,Neutro,2
@danilo_net0 @devscansados @ReceitaFederal Dev publicando na internet que usa MEI irregularmente?,P* que nos pariu.,35,Neutro,2
@danipvilela @ronilson11 @Sergio_Curitiba @o_antagonista @ReceitaFederal bora dar uma olhada na situação da moça ai..,"São Paulo, Brasil",64,Positivo,1
"@dataprev @ReceitaFederal 
a gente paga o salário de vcs para que mesmo???? https://t.co/BrWg6KZwie",Cidade Maravilhosa ,566,Negativo,0
"@dataprev @ReceitaFederal 
a gente paga o salário de vcs para que mesmo???? https://t.co/BrWg6KZwie",Princesinha do Mar ,569,Negativo,0
"@dataprev @ReceitaFederal 
a gente paga o salário de vcs para que mesmo???? https://t.co/BrWg6KZwie",Princesinha do Mar ,572,Negativo,0
"@DCM_online Muito bom @ReceitaFederal ,mas quando vai investigar os filhos do homem, em especial @FlavioBolsonaro , @BolsonaroSP, e o @CarlosBolsonaro????
Ou será que foi aparelhada ,de leve???","Distrito Federal, Brasil",375,Negativo,0
"@DCM_online Muito bom @ReceitaFederal ,mas quando vai investigar os filhos do homem, em especial @FlavioBolsonaro , @BolsonaroSP, e o @CarlosBolsonaro????
Ou será que foi aparelhada ,de leve???","Distrito Federal, Brasil",391,Negativo,0
@deavidal_ @oiIuiz @ReceitaFederal @MinCidadania @DamaresAlves @ladyfontenelle @MinEconomia @CarlosBolsonaro @BolsonaroSP @FlavioBolsonaro @jairbolsonaro Recolheram o INSS destes trabalhadores ou foi trabalho escravo? #FollowTheMoney,Brasil,254,Neutro,2
@deavidal_ @oiIuiz @ReceitaFederal @MinCidadania @DamaresAlves @ladyfontenelle @MinEconomia @CarlosBolsonaro @BolsonaroSP @FlavioBolsonaro @jairbolsonaro Recolheram o INSS destes trabalhadores ou foi trabalho escravo? #FollowTheMoney,Estados Unidos,254,Neutro,2
@deavidal_ @oiIuiz @ReceitaFederal @MinCidadania @DamaresAlves @ladyfontenelle @MinEconomia @CarlosBolsonaro @BolsonaroSP @FlavioBolsonaro @jairbolsonaro Recolheram o INSS destes trabalhadores ou foi trabalho escravo? #FollowTheMoney,Estados Unidos,253,Neutro,2
@Debinha51902436 @ReceitaFederal,Lemúria 🐑,186,Neutro,2
@Debinha51902436 @ReceitaFederal,Lemúria 🐑,186,Neutro,2
@Debinha51902436 @ReceitaFederal,Lemúria 🐑,186,Neutro,2
"@Debora_D_Diniz Esperando ansiosa pelas informações do @MinEconomia, então, não é @ReceitaFederal.?","Sao Paulo, Brazil",158,Neutro,2
"@Debora_D_Diniz Esperando ansiosa pelas informações do @MinEconomia, então, não é @ReceitaFederal.?","Sao Paulo, Brazil",157,Neutro,2
"@Debora_D_Diniz Esperando ansiosa pelas informações do @MinEconomia, então, não é @ReceitaFederal.?","Sao Paulo, Brazil",158,Neutro,2
@DefesaGovBr @ReceitaFederal #ExercitoEuConfio #PazuelloEuConfio #MarinhaEuConfio #FabEuConfio #PfEuConfio #PrfEuConfio,Brazil,17,Positivo,1
@DefesaGovBr @ReceitaFederal https://t.co/RS6gqesn3t,,0,Neutro,2
@DefesaGovBr @ReceitaFederal Parabéns ao Navio Patrulha “Guaratuba” e a @marmilbr pela apreensão!,,31,Positivo,1
@Deyviso59805000 @Bradesco @ReceitaFederal Tenta colocar os dados da primeira carta.  No meu passou da divergência quando coloquei os dados da primeira carta com faturamento de 100 mil em vez de 250 mil mas no fim deu qie não tinha nada disponível esse pronampe tá mais difícil que ganhar na mega da virada,,3,Neutro,2
@Deyviso59805000 @Bradesco @ReceitaFederal Tenta colocar os dados da primeira carta.  No meu passou da divergência quando coloquei os dados da primeira carta com faturamento de 100 mil em vez de 250 mil mas no fim deu qie não tinha nada disponível esse pronampe tá mais difícil que ganhar na mega da virada,,3,Neutro,2
@dgero_nimou @Edubaracol @receitafederal,inferno,255,Neutro,2
@diogomainardi Amigos da @ReceitaFederal,Brasil,732,Neutro,2
@diogomainardi Amigos da @ReceitaFederal,Brasil,733,Neutro,2
@diogomainardi Amigos da @ReceitaFederal,Brasil,731,Neutro,2
"@diogomainardi ATENÇÃO @policiafederal, @ministerpublico, @ReceitaFederal, seria muito bom investigar as aplicações financeiras desse cidadão e dos membros do Antagonista, pois pode ser que eles utilizavam de notícias falsas para manipular a Bolsa de Valores, INVESTIGUEM.",,4035,Neutro,2
@dj_klang @zeca1908 @ReceitaFederal So pegar os investimentos global.,"Belo Horizonte, Minas Gerais",24450,Neutro,2
"@DouglasBoss21 @fake2fabio @Georgefbms1997 @o_antagonista Eu sonego o máximo possível, pau no cu da @ReceitaFederal vai lá confiscar meus bitcoins cambada de arrombado.",Liberland,352,Negativo,0
"@DouglasBoss21 @fake2fabio @Georgefbms1997 @o_antagonista Eu sonego o máximo possível, pau no cu da @ReceitaFederal vai lá confiscar meus bitcoins cambada de arrombado.",Liberland,353,Negativo,0
"@DouglasBoss21 @fake2fabio @Georgefbms1997 @o_antagonista Eu sonego o máximo possível, pau no cu da @ReceitaFederal vai lá confiscar meus bitcoins cambada de arrombado.",Liberland,352,Negativo,0
"@dozzademiranda @ReceitaFederal 30 anos?

Será q temos milicianos...?",Campo Grande-MS,15481,Negativo,0
@drAsatoMarco @AncapSupremo @ReceitaFederal não,,1532,Neutro,2
"@driiisramos @ReceitaFederal amiga que odioooo!! eu já comprei umas 10 vezes e só fui taxada 1 vez, na primeira. pior que não tem muito critério, não tem o que fazer, é literalmente na sorte. já vi gente pedindo pra SHEIN dividir a compra em 2 pacotes e ser taxada nos 2 pacotes, ou seja, não vale a pena",,693,Negativo,0
"@driiisramos @ReceitaFederal amiga que odioooo!! eu já comprei umas 10 vezes e só fui taxada 1 vez, na primeira. pior que não tem muito critério, não tem o que fazer, é literalmente na sorte. já vi gente pedindo pra SHEIN dividir a compra em 2 pacotes e ser taxada nos 2 pacotes, ou seja, não vale a pena",,693,Negativo,0
"@eacmartins @celsoportiolli @celso @policiafederal @ReceitaFederal Bom dia, Eric! O Código de Defesa do Consumidor, em seu artigo 39, inciso III, prescreve, como prática abusiva:

enviar ou entregar ao consumidor, sem solicitação prévia, qualquer produto, ou fornecer qualquer serviço.",São Paulo,57171,Neutro,2
